bigram,origin,G2,target_freq,target_share
especially united,discovered,1442.073092,653,0.493949
produce gas,discovered,1441.726379,421,0.758559
times economic,discovered,1441.488415,561,0.570702
economic performance,discovered,1440.082743,946,0.359286
pricing volatility,discovered,1439.327912,448,0.712242
level government,discovered,1439.199150,511,0.624694
tariff war,discovered,1439.081496,318,0.966565
feedstock supply,discovered,1438.476765,372,0.851259
uncertainty geopolitical,discovered,1438.469754,312,0.978056
worldwide supply,discovered,1438.464801,362,0.872289
new environmental,discovered,1438.448401,536,0.595556
availability raw,discovered,1438.246430,522,0.611241
supply strong,discovered,1438.031009,434,0.734349
energy policies,discovered,1437.856106,361,0.874092
asia latin,discovered,1437.667854,1311,0.284443
europe high,discovered,1437.649294,678,0.475789
including data,discovered,1437.495497,849,0.391244
gas midstream,discovered,1437.181590,443,0.719156
today supply,discovered,1437.177904,475,0.670904
control data,discovered,1436.487790,576,0.554379
supply team,discovered,1436.291569,433,0.735144
edge cloud,discovered,1436.260433,572,0.558049
years global,discovered,1435.872745,584,0.546816
supply limited,discovered,1434.897743,495,0.642857
meters gas,discovered,1434.553187,362,0.870192
technology stack,discovered,1433.669949,1058,0.329082
security critical,discovered,1433.381739,300,0.996678
pandemic created,discovered,1433.236314,496,0.640827
impacted pandemic,discovered,1432.883660,1127,0.314365
oem supply,discovered,1431.910352,515,0.616766
say oil,discovered,1431.787371,579,0.549858
chain procurement,discovered,1431.456740,469,0.676768
increased trade,discovered,1430.654678,547,0.580679
mining metals,discovered,1430.347778,431,0.735495
continued covid,discovered,1429.706702,518,0.612293
chain security,discovered,1428.742401,305,0.987055
greater energy,discovered,1428.709959,334,0.927778
chain actually,discovered,1428.338805,442,0.716370
europe increased,discovered,1428.071547,1009,0.339845
day crude,discovered,1427.319721,539,0.587786
canadian natural,discovered,1427.212977,544,0.582441
high supply,discovered,1427.084682,474,0.667606
energy requirements,discovered,1426.140796,430,0.735043
investment oil,discovered,1425.505310,409,0.771698
discussions government,discovered,1425.456864,766,0.423673
sort trade,discovered,1425.271517,469,0.673851
supply pipeline,discovered,1425.235523,439,0.719672
clean hydrogen,discovered,1425.112877,472,0.669504
gas grid,discovered,1424.914372,385,0.817410
materials increased,discovered,1423.576878,598,0.530142
gas remains,discovered,1423.009109,362,0.863962
china strategy,discovered,1422.940097,547,0.577614
regarding tariff,discovered,1422.487222,355,0.878713
driven oil,discovered,1421.980573,538,0.586696
gas particularly,discovered,1421.968421,354,0.880597
technologies developed,discovered,1421.805289,535,0.589857
continued macro,discovered,1421.556639,410,0.767790
ore supply,discovered,1421.477039,353,0.882500
environment oil,discovered,1421.418813,415,0.758684
amp energy,discovered,1421.211014,728,0.441748
conventional power,discovered,1421.072061,438,0.719212
outpace supply,discovered,1420.846072,421,0.747780
growing pipeline,discovered,1420.515001,1316,0.281558
recovery domestic,discovered,1420.327437,516,0.610651
exposure energy,discovered,1420.170484,507,0.621324
emissions energy,discovered,1419.981835,318,0.957831
efficient energy,discovered,1419.665146,407,0.772296
maybe china,discovered,1418.789736,508,0.619512
agreement supply,discovered,1418.134518,406,0.773333
supply bottlenecks,discovered,1418.008410,339,0.911290
enhance supply,discovered,1417.401051,353,0.880299
like ai,discovered,1417.363018,700,0.456323
downstream oil,discovered,1417.362261,453,0.693721
just energy,discovered,1417.216594,792,0.409726
carbon prices,discovered,1417.031664,447,0.702830
distributed power,discovered,1416.890260,532,0.591111
business security,discovered,1416.679826,448,0.701095
energy investments,discovered,1416.302902,633,0.500000
upcoming election,discovered,1415.702739,408,0.768362
particularly gas,discovered,1415.165183,467,0.671942
unconventional oil,discovered,1414.268356,369,0.844394
uncertainty overall,discovered,1413.926684,412,0.760148
working government,discovered,1413.192139,816,0.398632
brazil china,discovered,1412.856220,868,0.378874
russia war,discovered,1412.582910,305,0.980707
demand security,discovered,1412.535985,416,0.752260
development oil,discovered,1412.059253,433,0.722871
economic market,discovered,1411.999006,788,0.410203
materials market,discovered,1411.420733,515,0.608028
supply end,discovered,1411.152189,518,0.604434
security architecture,discovered,1410.551517,355,0.872236
growth lng,discovered,1410.452329,381,0.817597
strengthening global,discovered,1409.316478,476,0.656552
commercial nuclear,discovered,1409.266463,402,0.776062
customers asia,discovered,1409.245661,740,0.432243
china production,discovered,1409.227217,577,0.543315
wind projects,discovered,1409.020274,1065,0.323413
prices world,discovered,1408.141380,421,0.741197
reduced carbon,discovered,1407.886922,432,0.722408
government taking,discovered,1407.873260,545,0.573684
increasing inflation,discovered,1407.781804,458,0.681548
electricity business,discovered,1407.096206,526,0.593679
china driven,discovered,1407.068603,471,0.662447
period supply,discovered,1406.764105,375,0.827815
china moving,discovered,1406.555528,453,0.688450
power applications,discovered,1406.480234,627,0.501199
especially supply,discovered,1406.222693,440,0.708535
defense contractor,discovered,1406.155913,497,0.627525
kong business,discovered,1405.032573,467,0.667143
lower economic,discovered,1404.572483,557,0.560362
uncertainty near,discovered,1404.182953,386,0.804167
disruptions continue,discovered,1404.182953,386,0.804167
countries need,discovered,1403.140002,463,0.671988
100 renewable,discovered,1402.868731,636,0.493406
security spending,discovered,1402.661444,324,0.936416
operations united,discovered,1402.590084,497,0.625945
security need,discovered,1402.489852,313,0.960123
states countries,discovered,1401.398996,459,0.676991
electricity sector,discovered,1399.544797,457,0.679049
potential global,discovered,1399.521965,537,0.578664
used power,discovered,1399.171948,461,0.672993
trade situation,discovered,1399.134152,389,0.795501
available supply,discovered,1399.094213,615,0.507845
industry north,discovered,1398.257088,530,0.585635
mainly europe,discovered,1397.968105,853,0.380974
consumption energy,discovered,1397.942465,433,0.715702
supply strategy,discovered,1397.743232,381,0.810638
obviously trade,discovered,1397.196951,413,0.749546
pandemic caused,discovered,1397.029769,467,0.663352
security reasons,discovered,1396.862079,344,0.888889
supply like,discovered,1396.639192,431,0.718333
chain ensure,discovered,1396.608174,357,0.860241
oil processing,discovered,1396.048280,424,0.729776
supply trading,discovered,1395.815953,404,0.765152
components supply,discovered,1395.688859,421,0.734729
new suppliers,discovered,1395.126040,796,0.402630
global equity,discovered,1394.836964,1059,0.322374
supply given,discovered,1394.098181,383,0.804622
electric hybrid,discovered,1393.950819,567,0.546770
commercial defense,discovered,1393.710946,525,0.589226
regarding economic,discovered,1393.073494,393,0.784431
environment inflation,discovered,1392.302394,478,0.645946
gas transport,discovered,1392.081710,379,0.811563
reliability security,discovered,1392.015537,398,0.774319
gas increased,discovered,1391.970360,436,0.707792
business economic,discovered,1391.580325,777,0.410026
supply expect,discovered,1391.470293,472,0.653740
additional energy,discovered,1390.814959,439,0.702400
100 barrel,discovered,1390.537026,687,0.456175
data systems,discovered,1390.074182,730,0.432208
general supply,discovered,1389.711438,382,0.804211
cubic meter,discovered,1388.934913,1078,0.317339
china lower,discovered,1388.782982,577,0.535747
climate risk,discovered,1388.761133,446,0.690402
secretary defense,discovered,1387.317346,341,0.890339
security team,discovered,1387.313955,389,0.789047
public security,discovered,1385.836241,390,0.786290
global landscape,discovered,1385.184235,376,0.813853
crude rail,discovered,1385.138806,743,0.424329
nitrogen fertilizer,discovered,1385.127477,466,0.659123
term disruptions,discovered,1384.917142,444,0.691589
energy contracts,discovered,1384.784522,566,0.544231
digital twin,discovered,1384.646539,739,0.426182
growing oil,discovered,1384.482546,387,0.791411
gas network,discovered,1384.092280,400,0.766284
largest solar,discovered,1383.317235,435,0.705024
view oil,discovered,1383.164213,394,0.777120
opportunities middle,discovered,1382.842604,491,0.624682
volatility supply,discovered,1382.726457,358,0.850356
products global,discovered,1382.113936,763,0.413999
power renewable,discovered,1382.019236,376,0.812095
looking oil,discovered,1381.741259,481,0.637086
driven gas,discovered,1381.664261,393,0.778218
seeing global,discovered,1381.660410,605,0.509688
broad economic,discovered,1381.639001,424,0.722317
supply parts,discovered,1381.333760,417,0.734155
world looking,discovered,1380.902707,704,0.443604
announced tariffs,discovered,1380.774663,375,0.813449
shift supply,discovered,1380.116277,369,0.825503
countries european,discovered,1379.776100,404,0.756554
chinese authorities,discovered,1378.625864,489,0.625320
war fighter,discovered,1378.322589,378,0.805970
times supply,discovered,1378.233292,398,0.766859
china affected,discovered,1377.476150,346,0.873737
economic cycle,discovered,1377.013159,1694,0.238055
companies government,discovered,1376.994461,441,0.692308
service supply,discovered,1376.265867,514,0.594220
materials coming,discovered,1376.198708,564,0.542830
chain systems,discovered,1376.168327,405,0.752788
customers worldwide,discovered,1375.818813,965,0.341714
energy initiatives,discovered,1375.754589,418,0.729494
chain interruptions,discovered,1374.524829,318,0.935294
supply existing,discovered,1374.396823,413,0.737500
coming europe,discovered,1374.201102,1205,0.291838
china major,discovered,1374.154331,568,0.538389
gas margins,discovered,1374.131722,620,0.495604
level energy,discovered,1372.975038,522,0.583893
gas just,discovered,1372.895617,636,0.483650
supply components,discovered,1372.882373,482,0.631717
increase imports,discovered,1372.056993,470,0.647383
europe believe,discovered,1371.864826,695,0.446085
value supply,discovered,1371.731533,430,0.707237
war situation,discovered,1371.666770,328,0.911111
solar module,discovered,1371.658336,621,0.494033
china local,discovered,1371.326287,501,0.607273
moving energy,discovered,1371.141752,462,0.658120
trade payables,discovered,1370.995503,1344,0.271680
supply needed,discovered,1370.714261,341,0.881137
applications data,discovered,1370.463955,583,0.523810
decarbonization energy,discovered,1370.031527,289,0.993127
capabilities cloud,discovered,1369.130608,421,0.720890
gas high,discovered,1368.527222,397,0.763462
uncertainty demand,discovered,1367.436499,398,0.760994
volatility driven,discovered,1367.029662,385,0.785714
russian market,discovered,1366.617787,1148,0.300366
look macro,discovered,1366.054835,853,0.373959
match supply,discovered,1365.819676,476,0.636364
defense government,discovered,1365.712191,388,0.779116
production energy,discovered,1365.068705,403,0.750466
federal customers,discovered,1364.959538,416,0.727273
european production,discovered,1364.548101,622,0.490923
increased economic,discovered,1364.459874,513,0.590334
achieve carbon,discovered,1364.117423,407,0.742701
80 barrel,discovered,1364.053048,647,0.473299
commodity market,discovered,1363.150344,896,0.359118
costs inflation,discovered,1363.032209,769,0.406448
government taken,discovered,1362.429396,483,0.625648
continuing economic,discovered,1361.786785,481,0.627937
industry united,discovered,1361.158600,435,0.693780
tanker rates,discovered,1360.834997,613,0.496356
headwinds china,discovered,1360.664138,369,0.814570
demand world,discovered,1360.541749,658,0.465018
oil consumption,discovered,1359.890960,406,0.742230
focus sustainability,discovered,1359.764701,705,0.437074
chain seeing,discovered,1359.652446,413,0.729682
rates continued,discovered,1359.366578,1091,0.309943
optimizing supply,discovered,1359.289670,493,0.611663
technology particularly,discovered,1359.260973,552,0.547619
supply mix,discovered,1359.033219,375,0.801282
delays supply,discovered,1358.776883,423,0.712121
asian demand,discovered,1358.445282,419,0.718696
europe given,discovered,1358.314128,657,0.464968
shortage issues,discovered,1358.295247,330,0.899183
ore trade,discovered,1357.860319,323,0.915014
mineral sands,discovered,1357.834031,464,0.648951
gas growth,discovered,1357.446474,461,0.652975
traditional oil,discovered,1357.283758,395,0.761079
decline raw,discovered,1356.952732,454,0.662774
electrical power,discovered,1356.880673,698,0.440101
talking energy,discovered,1356.583367,407,0.738657
companies supply,discovered,1356.425797,475,0.633333
tightening monetary,discovered,1356.390151,313,0.937126
access global,discovered,1355.821301,517,0.582207
war russia,discovered,1355.374813,299,0.967638
gas discoveries,discovered,1355.360619,342,0.870229
changes energy,discovered,1355.072222,372,0.805195
positive macro,discovered,1354.646740,494,0.608374
risk economic,discovered,1354.114826,340,0.874036
gas line,discovered,1354.033051,464,0.647141
energy bills,discovered,1353.963159,404,0.742647
sustainability energy,discovered,1353.505400,320,0.919540
volatility continue,discovered,1353.204691,570,0.528757
energy segment,discovered,1353.150934,1502,0.252183
confidence customers,discovered,1352.909169,783,0.397866
technologies services,discovered,1352.907425,596,0.506803
expect oil,discovered,1352.595785,653,0.465763
european automotive,discovered,1352.594519,554,0.543137
project south,discovered,1352.081947,516,0.581736
semiconductor materials,discovered,1351.339713,442,0.677914
china automotive,discovered,1351.065412,432,0.693419
supply actually,discovered,1350.910747,450,0.665680
control energy,discovered,1350.883552,408,0.733813
semiconductor content,discovered,1350.630815,412,0.726631
gas capacity,discovered,1348.956957,452,0.661786
supply oil,discovered,1348.851397,319,0.919308
government make,discovered,1348.716737,535,0.560209
infrastructure protection,discovered,1347.721013,293,0.976667
like steel,discovered,1347.110755,632,0.478064
gas obviously,discovered,1346.976345,431,0.692926
rise oil,discovered,1346.810071,357,0.832168
gas purchases,discovered,1346.778247,379,0.786307
additional security,discovered,1346.248636,471,0.633917
social environmental,discovered,1346.194771,661,0.458709
gas industrial,discovered,1345.732484,437,0.682813
country economic,discovered,1345.620984,384,0.775758
earth elements,discovered,1345.342245,279,1.000000
primarily supply,discovered,1345.138926,454,0.657019
outside europe,discovered,1345.018266,1475,0.253960
american based,discovered,1344.608107,514,0.580791
scale solar,discovered,1344.230939,668,0.453804
recent supply,discovered,1344.197900,318,0.919075
energy economy,discovered,1343.861617,322,0.909605
plants united,discovered,1343.482301,360,0.823799
data governance,discovered,1343.042179,452,0.658892
development china,discovered,1342.942822,745,0.412286
seeing china,discovered,1342.273287,862,0.365719
energy utilities,discovered,1342.018770,614,0.489243
party gas,discovered,1341.527936,427,0.696574
investments renewable,discovered,1341.280791,398,0.746717
countries looking,discovered,1341.146548,497,0.598795
recovery economic,discovered,1341.100379,441,0.674312
improvements supply,discovered,1340.877462,696,0.436637
pipeline expansion,discovered,1340.605423,761,0.404357
gas position,discovered,1340.372957,386,0.768924
incremental gas,discovered,1340.232327,354,0.834906
signs economic,discovered,1339.319236,556,0.536162
recovery chinese,discovered,1339.292007,335,0.876963
advanced ai,discovered,1339.204877,569,0.524424
east eastern,discovered,1338.940960,443,0.670197
data loss,discovered,1338.717176,412,0.720280
technology people,discovered,1338.234383,979,0.331191
gas vehicles,discovered,1337.790802,348,0.846715
global outlook,discovered,1337.277083,384,0.771084
efficiency sustainability,discovered,1337.001761,441,0.672256
overall semiconductor,discovered,1336.695026,475,0.624179
sensitive data,discovered,1336.262944,500,0.593120
terms economic,discovered,1335.866567,971,0.332762
time data,discovered,1335.820637,1366,0.264729
needs energy,discovered,1335.507334,326,0.895604
supply reliability,discovered,1335.255559,325,0.897790
view gas,discovered,1335.094889,345,0.851852
focus domestic,discovered,1334.842863,532,0.557652
chain inflationary,discovered,1334.615545,358,0.822989
tariffs continue,discovered,1334.138220,370,0.797414
large north,discovered,1333.517488,554,0.535783
data service,discovered,1333.197447,965,0.333795
local federal,discovered,1332.702578,388,0.760784
technology software,discovered,1332.634741,619,0.482463
uncertainty increased,discovered,1332.380752,346,0.848039
upstream gas,discovered,1332.336124,364,0.808889
like united,discovered,1332.279813,696,0.434186
related power,discovered,1331.949203,564,0.526119
metals minerals,discovered,1330.614191,504,0.586047
systems data,discovered,1330.349632,528,0.559915
say trade,discovered,1330.342750,406,0.726297
gas region,discovered,1329.966576,319,0.908832
tariffs steel,discovered,1329.797782,295,0.964052
meet energy,discovered,1328.140029,329,0.884409
coming oil,discovered,1327.700581,490,0.601227
diversifying supply,discovered,1327.663303,308,0.933333
oil costs,discovered,1326.707838,488,0.603214
local economic,discovered,1325.929896,429,0.685304
economic policies,discovered,1325.617017,332,0.875989
pipeline construction,discovered,1325.547898,737,0.411502
believe macro,discovered,1325.405726,461,0.637621
state global,discovered,1325.401905,368,0.796537
producer world,discovered,1325.353283,450,0.653120
component suppliers,discovered,1325.253345,561,0.526266
lower tariff,discovered,1325.218988,434,0.677067
term macroeconomic,discovered,1324.830841,363,0.806667
result pandemic,discovered,1324.209855,907,0.347909
investment climate,discovered,1323.400131,505,0.581797
activity united,discovered,1323.369736,410,0.715532
energy transmission,discovered,1323.326297,460,0.638003
supply quality,discovered,1323.236110,422,0.695222
local sourcing,discovered,1323.212181,448,0.654971
market government,discovered,1322.952073,535,0.549846
inflation increased,discovered,1322.922228,651,0.457806
serve important,discovered,1322.358864,536,0.548618
high powered,discovered,1321.973982,663,0.450102
provide gas,discovered,1321.937330,296,0.957929
systems technology,discovered,1321.245735,694,0.432130
southern european,discovered,1321.015311,680,0.439845
energy investment,discovered,1320.258772,485,0.603985
japan united,discovered,1320.258772,485,0.603985
overall uncertainty,discovered,1319.442467,368,0.793103
security think,discovered,1319.425644,397,0.736549
demand countries,discovered,1318.734694,410,0.713043
including cloud,discovered,1318.552525,497,0.588863
electricity grid,discovered,1318.387047,468,0.624833
gap supply,discovered,1317.992667,342,0.848635
concerns inflation,discovered,1317.757845,324,0.890110
suppliers ensure,discovered,1317.301650,400,0.729927
growth countries,discovered,1317.151316,947,0.335459
proprietary technologies,discovered,1316.345285,630,0.469449
international airport,discovered,1316.257903,888,0.351962
overall security,discovered,1315.953845,389,0.749518
come china,discovered,1315.599745,728,0.413167
advanced nuclear,discovered,1314.818969,303,0.938080
oil gathering,discovered,1314.593635,454,0.642150
global aluminum,discovered,1314.287352,362,0.802661
regional national,discovered,1314.072726,813,0.376738
material production,discovered,1313.630622,485,0.600991
second supply,discovered,1313.556180,372,0.781513
lower export,discovered,1313.474671,504,0.578645
transportation energy,discovered,1313.088705,468,0.622340
markets southeast,discovered,1312.570494,573,0.511151
uncertainty especially,discovered,1312.195957,358,0.809955
management energy,discovered,1312.171753,423,0.687805
gas diesel,discovered,1311.622686,496,0.586982
does supply,discovered,1310.798474,381,0.762000
global climate,discovered,1310.323364,326,0.881081
production disruptions,discovered,1310.321926,491,0.592280
major energy,discovered,1310.044466,387,0.750000
america particularly,discovered,1309.973529,780,0.388640
price inflation,discovered,1309.656417,1990,0.213680
various governments,discovered,1309.588622,397,0.731123
market european,discovered,1309.541661,637,0.462600
support supply,discovered,1309.363386,445,0.652493
supporting global,discovered,1309.274051,394,0.736449
analytics ai,discovered,1309.100449,502,0.579008
country going,discovered,1308.938609,829,0.369759
mitigate tariff,discovered,1308.331881,343,0.840686
new economic,discovered,1308.323785,554,0.526116
power steering,discovered,1308.309494,421,0.689034
directed energy,discovered,1307.833949,396,0.731978
chip manufacturing,discovered,1307.796024,357,0.809524
defense products,discovered,1307.674543,476,0.609475
chain particularly,discovered,1307.418961,390,0.742857
security risks,discovered,1307.387846,283,0.979239
advance technology,discovered,1307.380457,574,0.508415
higher global,discovered,1307.273770,541,0.537773
analytics data,discovered,1307.124652,621,0.472603
relative supply,discovered,1307.087671,429,0.675591
technology working,discovered,1306.977401,663,0.445565
chain better,discovered,1306.886888,432,0.670807
gas purchase,discovered,1306.861293,361,0.800443
volatile energy,discovered,1306.819654,314,0.907514
earth prices,discovered,1306.766106,271,1.000000
growth united,discovered,1306.643697,867,0.356497
export licenses,discovered,1306.530735,356,0.810934
balancing supply,discovered,1306.004378,353,0.817130
think tariffs,discovered,1305.971092,448,0.646465
coal coal,discovered,1305.638400,506,0.573046
regarding raw,discovered,1305.178819,442,0.654815
concern supply,discovered,1304.452475,291,0.960396
security information,discovered,1303.768691,304,0.929664
union countries,discovered,1303.606866,338,0.849246
million barrel,discovered,1303.277219,827,0.369196
government departments,discovered,1302.873320,437,0.661120
silver prices,discovered,1301.934090,635,0.461483
make supply,discovered,1300.874151,430,0.670827
europe region,discovered,1299.744958,751,0.398408
robust global,discovered,1298.842997,430,0.669782
gas inventory,discovered,1298.450759,417,0.690397
existing nuclear,discovered,1298.347940,305,0.924242
fiscal stimulus,discovered,1298.123511,659,0.445270
companies united,discovered,1298.090663,550,0.525813
impacted oil,discovered,1297.946792,371,0.774530
duty trucks,discovered,1297.828936,823,0.369390
ongoing tariff,discovered,1297.691439,308,0.916667
conventional gas,discovered,1297.622169,367,0.782516
supply fundamentals,discovered,1297.595363,365,0.786638
lng canada,discovered,1296.667843,567,0.510351
russia belarus,discovered,1296.398149,489,0.588448
vessel supply,discovered,1295.304371,378,0.759036
security customer,discovered,1294.911249,340,0.839506
energy fuel,discovered,1294.509655,447,0.642241
cyber incident,discovered,1294.316729,513,0.560656
manage energy,discovered,1293.949787,395,0.726103
antidumping duties,discovered,1293.886542,404,0.710018
clean fuel,discovered,1293.372778,462,0.620968
cloud edge,discovered,1293.171704,466,0.615588
global fleet,discovered,1292.865118,669,0.437827
gas opportunities,discovered,1292.858052,448,0.640000
chain help,discovered,1292.754755,350,0.815851
current government,discovered,1292.502894,541,0.531957
energy purchases,discovered,1292.220539,416,0.688742
energy businesses,discovered,1292.043132,666,0.439314
demand electric,discovered,1291.739376,442,0.648094
prices electricity,discovered,1291.374485,483,0.593366
inflation increasing,discovered,1291.228123,422,0.678457
government including,discovered,1291.046174,336,0.846348
drive supply,discovered,1290.423184,407,0.702936
east middle,discovered,1290.013098,378,0.756000
megawatts renewable,discovered,1289.881625,417,0.685855
important especially,discovered,1289.742268,699,0.420578
world changing,discovered,1289.378569,705,0.417407
security vendors,discovered,1289.154719,347,0.820331
gas equivalent,discovered,1289.000264,526,0.545078
face global,discovered,1288.981842,344,0.826923
industry oil,discovered,1288.627313,392,0.728625
import restrictions,discovered,1288.386521,377,0.757028
china imports,discovered,1287.953275,383,0.745136
cloud network,discovered,1287.757167,461,0.619624
mid east,discovered,1287.705206,485,0.589307
inflation levels,discovered,1287.679223,637,0.455651
closely supply,discovered,1287.501852,336,0.844221
lot disruption,discovered,1287.357020,635,0.456835
china potential,discovered,1286.895345,371,0.768116
defense aerospace,discovered,1286.238497,822,0.367128
going energy,discovered,1286.012177,571,0.503084
trade discussions,discovered,1285.650312,317,0.887955
western united,discovered,1284.811229,611,0.472179
energy fuels,discovered,1284.679624,301,0.926154
decarbonization goals,discovered,1284.540414,343,0.826506
compound semiconductor,discovered,1283.904311,449,0.634181
new ai,discovered,1283.869541,972,0.323031
upstream midstream,discovered,1283.670502,610,0.472502
fact gas,discovered,1283.637771,355,0.799550
technology research,discovered,1283.515474,471,0.604621
terms tariffs,discovered,1283.263428,480,0.593325
dynamics supply,discovered,1282.756358,326,0.864721
non chinese,discovered,1282.655121,520,0.548523
prices north,discovered,1282.447486,607,0.474219
positioned global,discovered,1282.369305,399,0.712500
america parts,discovered,1282.205250,475,0.598991
china import,discovered,1282.050038,325,0.866667
confidence long,discovered,1281.803723,1213,0.277765
make important,discovered,1281.451991,1115,0.293344
region united,discovered,1280.252391,394,0.720293
increased defense,discovered,1279.751850,312,0.896552
lower steel,discovered,1279.206931,529,0.538149
situation global,discovered,1278.962489,364,0.777778
business defense,discovered,1278.779428,424,0.668770
going global,discovered,1278.646226,784,0.379477
north asia,discovered,1277.979589,679,0.427851
centers cloud,discovered,1277.858998,383,0.739382
chinese new,discovered,1276.781207,3021,0.177174
strengthen global,discovered,1276.730521,499,0.568337
supply lot,discovered,1276.703530,442,0.640580
volatility risk,discovered,1276.494667,441,0.641921
power requirements,discovered,1276.404187,514,0.552095
gas flows,discovered,1276.144551,382,0.740310
software supply,discovered,1276.095664,314,0.889518
renewable hydrogen,discovered,1276.067094,389,0.727103
technology upgrades,discovered,1275.282817,687,0.422769
digital workplace,discovered,1275.123551,432,0.654545
falling oil,discovered,1274.951213,387,0.730189
opec countries,discovered,1274.591325,286,0.956522
data platforms,discovered,1274.502331,489,0.578698
infrastructure important,discovered,1274.499658,361,0.781385
growing north,discovered,1273.508254,589,0.484375
political tensions,discovered,1273.306635,287,0.953488
technology perspective,discovered,1272.794400,894,0.341352
gas directed,discovered,1272.785302,316,0.882682
aluminum demand,discovered,1272.635437,349,0.806005
address emerging,discovered,1272.478248,391,0.721402
gas engines,discovered,1271.891014,474,0.595477
general inflation,discovered,1271.781530,813,0.367043
global pharmaceutical,discovered,1271.586127,553,0.512987
battery metals,discovered,1271.467189,326,0.857895
uncertainty financial,discovered,1271.087634,376,0.749004
supply levels,discovered,1270.590534,407,0.692177
decline rates,discovered,1270.372559,1340,0.259841
government decision,discovered,1270.185298,549,0.515977
political events,discovered,1270.125692,409,0.688552
gas comes,discovered,1270.115055,391,0.720074
growth power,discovered,1269.590718,779,0.379260
regarding global,discovered,1269.267920,469,0.600512
fuel cycle,discovered,1268.606562,327,0.853786
gas takeaway,discovered,1268.099763,395,0.711712
uncertainty timing,discovered,1267.876199,725,0.401885
integrated gas,discovered,1267.769014,537,0.525955
security initiatives,discovered,1267.425013,287,0.950331
canadian gas,discovered,1267.091820,388,0.723881
india pakistan,discovered,1266.489808,349,0.802299
impacted china,discovered,1266.284069,344,0.813239
gas driven,discovered,1265.958015,376,0.746032
china recent,discovered,1265.771586,357,0.784615
tariffs products,discovered,1265.448498,289,0.944444
generation renewable,discovered,1265.096868,331,0.842239
different economic,discovered,1264.385909,738,0.395075
upcoming elections,discovered,1264.374040,354,0.790179
political stability,discovered,1264.280993,378,0.741176
government enterprise,discovered,1263.919307,434,0.645833
chain lead,discovered,1263.827390,342,0.816229
general macroeconomic,discovered,1263.100124,396,0.707143
fuel efficient,discovered,1262.971350,1101,0.292975
terms electricity,discovered,1262.809798,417,0.671498
america including,discovered,1262.308515,632,0.450785
country region,discovered,1262.163550,676,0.424890
copper demand,discovered,1261.519201,358,0.779956
tariff discussions,discovered,1261.269953,317,0.873278
world live,discovered,1260.239912,716,0.404063
trade offs,discovered,1259.826461,1304,0.262797
steel consumption,discovered,1259.799306,647,0.440736
semiconductor manufacturers,discovered,1259.677395,519,0.540062
largest energy,discovered,1259.659017,408,0.684564
sourcing supply,discovered,1259.087812,523,0.535861
government local,discovered,1258.494338,448,0.623088
petrochemical industry,discovered,1257.965374,517,0.541361
managed cloud,discovered,1257.931395,480,0.581818
important future,discovered,1257.519328,1392,0.252586
exposure tariffs,discovered,1257.469133,342,0.812352
ongoing conflict,discovered,1257.453109,293,0.930159
high global,discovered,1257.410678,349,0.796804
energy inflation,discovered,1257.300941,454,0.614344
europe remains,discovered,1257.001381,744,0.390551
recessionary pressures,discovered,1256.647587,375,0.742574
current pandemic,discovered,1256.094604,563,0.498671
linked oil,discovered,1255.837768,376,0.740157
homeland defense,discovered,1255.746527,332,0.834171
broader global,discovered,1255.667922,468,0.595420
transition fuel,discovered,1255.661324,282,0.955932
space defense,discovered,1255.626353,807,0.365489
government contracting,discovered,1255.465612,481,0.579518
situation middle,discovered,1255.081645,345,0.804196
company technology,discovered,1254.723297,700,0.410317
time government,discovered,1254.670186,577,0.486920
chain efficiencies,discovered,1254.548648,867,0.345556
important national,discovered,1254.501545,312,0.881356
impact macroeconomic,discovered,1254.302482,455,0.611559
security things,discovered,1254.214675,327,0.844961
conditions global,discovered,1254.095900,396,0.702128
international opportunities,discovered,1253.710759,1099,0.291899
services oil,discovered,1253.658521,367,0.756701
technology advanced,discovered,1253.250325,552,0.506887
look china,discovered,1253.178422,948,0.323219
uk gas,discovered,1252.580745,363,0.764211
technology called,discovered,1252.260144,592,0.474739
america especially,discovered,1252.075210,614,0.459237
american producers,discovered,1252.017910,345,0.802326
trade expected,discovered,1251.466504,324,0.850394
supply pressure,discovered,1251.323447,452,0.614130
gas rig,discovered,1250.584558,339,0.814904
prices inflation,discovered,1250.066969,540,0.516252
security analytics,discovered,1249.855602,352,0.785714
security safety,discovered,1249.826283,477,0.581707
gas quarter,discovered,1249.782242,526,0.529175
fact china,discovered,1249.461215,494,0.562002
solutions technology,discovered,1249.414019,515,0.539832
foreign countries,discovered,1249.211777,640,0.441684
west east,discovered,1248.979037,828,0.356743
market united,discovered,1248.842594,950,0.321925
government issued,discovered,1248.699841,417,0.664013
relates supply,discovered,1248.311232,388,0.713235
federal spending,discovered,1248.149078,486,0.570423
given trade,discovered,1247.862844,360,0.767591
covid lockdown,discovered,1247.626042,645,0.438179
customers security,discovered,1247.240086,356,0.775599
energy important,discovered,1246.761726,333,0.826303
major chinese,discovered,1246.742335,418,0.661392
primarily europe,discovered,1246.604419,854,0.347862
hydroelectric power,discovered,1246.476913,387,0.714022
asia australia,discovered,1246.068194,792,0.368715
considerable uncertainty,discovered,1246.003971,468,0.590909
patent pending,discovered,1245.979460,646,0.437077
