bigram,origin,G2,target_freq,target_share
time replay,discovered,1462.034038,427,0.758437
regarding recent,discovered,1461.890668,778,0.427238
geo political,discovered,1461.887496,340,0.931507
seen global,discovered,1461.781876,549,0.590958
enter long,discovered,1461.716694,529,0.612978
integrated value,discovered,1461.670202,638,0.511218
definitely impact,discovered,1461.642669,1038,0.338552
larger impact,discovered,1461.615468,1002,0.347675
basis differentials,discovered,1461.490059,670,0.488338
project delays,discovered,1461.469354,1266,0.294213
customers customers,discovered,1461.392424,2617,0.198198
semiconductor space,discovered,1461.280495,482,0.672245
question tariff,discovered,1461.236916,388,0.830835
energy wind,discovered,1461.061266,412,0.784762
minimize potential,discovered,1461.053281,518,0.625604
development generation,discovered,1460.768083,850,0.396086
say technology,discovered,1460.494732,633,0.514634
dominican republic,discovered,1460.424566,1161,0.312013
potential downside,discovered,1460.401201,629,0.517695
reliable low,discovered,1460.393009,344,0.922252
step forward,discovered,1459.773652,2853,0.190964
clients remain,discovered,1459.509653,563,0.575665
china tariff,discovered,1459.445782,383,0.839912
closely suppliers,discovered,1459.336741,602,0.539427
materials particularly,discovered,1459.264855,450,0.718850
power price,discovered,1459.261848,1119,0.320080
national gas,discovered,1459.016181,363,0.881068
currently supply,discovered,1458.990349,389,0.827660
seeing raw,discovered,1458.869439,534,0.606129
businesses world,discovered,1458.741418,841,0.399146
east continue,discovered,1458.383050,428,0.754850
europe particularly,discovered,1457.818930,1112,0.321294
term offtake,discovered,1457.353596,377,0.851016
expand global,discovered,1457.318226,1094,0.325015
capabilities help,discovered,1457.191179,903,0.376250
vaccine rollout,discovered,1456.892489,670,0.486919
australia middle,discovered,1456.888133,398,0.808943
mentioned obviously,discovered,1456.480494,1381,0.277421
metals business,discovered,1456.365872,818,0.407980
important new,discovered,1456.110826,2158,0.216276
impact european,discovered,1456.085027,665,0.490052
leverage core,discovered,1455.847527,1006,0.345586
risk don,discovered,1455.684818,691,0.472964
quite clear,discovered,1455.237822,2311,0.209254
using gas,discovered,1455.141332,421,0.765455
risk global,discovered,1455.134240,350,0.906736
political risks,discovered,1455.134240,350,0.906736
key supply,discovered,1454.655722,378,0.847534
high availability,discovered,1454.523081,761,0.433618
need technology,discovered,1454.435695,687,0.475104
international government,discovered,1453.532996,476,0.677098
strong bipartisan,discovered,1453.344453,321,0.966867
clean technology,discovered,1453.225875,444,0.725490
risk uncertainty,discovered,1452.895009,467,0.689808
pronged strategy,discovered,1452.729800,707,0.462394
far supply,discovered,1452.686992,535,0.602477
government federal,discovered,1452.660711,460,0.700152
capacity expansions,discovered,1452.647120,1295,0.288676
market applications,discovered,1452.574153,790,0.419321
highly dynamic,discovered,1451.409924,560,0.575540
natural extension,discovered,1450.728594,906,0.373917
northern europe,discovered,1450.681806,1905,0.229906
american light,discovered,1450.650637,523,0.615294
impact slowdown,discovered,1450.628818,527,0.610660
application technology,discovered,1450.625564,707,0.461790
wi fi,discovered,1450.323013,3308,0.179626
evolving global,discovered,1450.263780,390,0.821053
fuel sources,discovered,1450.104702,387,0.826923
industry global,discovered,1450.062708,548,0.587353
states postal,discovered,1449.506886,367,0.867612
infrastructure enable,discovered,1449.192932,486,0.661224
software engineering,discovered,1449.163144,645,0.501946
flow sheet,discovered,1448.713097,518,0.620359
customers operating,discovered,1448.273613,719,0.454201
concerns related,discovered,1448.100581,449,0.714968
customers prospects,discovered,1447.981842,1334,0.282567
component business,discovered,1447.727567,1852,0.233103
term basis,discovered,1447.672843,3359,0.178471
demand sustainable,discovered,1447.522918,561,0.573034
china steel,discovered,1447.057644,421,0.761302
partially compensated,discovered,1446.511505,944,0.361132
technologies provide,discovered,1446.355342,598,0.538254
energy density,discovered,1446.235639,749,0.437500
currency markets,discovered,1446.147106,588,0.546977
operations china,discovered,1445.975863,825,0.402635
perimeter security,discovered,1445.795489,415,0.771375
continues grow,discovered,1445.645727,9187,0.133937
lithium hydroxide,discovered,1445.549381,628,0.513491
going gas,discovered,1445.083285,564,0.569122
supply imbalance,discovered,1444.664823,388,0.822034
regulatory standards,discovered,1444.587563,505,0.634422
terms government,discovered,1444.540349,726,0.449257
products united,discovered,1444.453109,623,0.517012
reliability supply,discovered,1444.386298,421,0.759928
major technology,discovered,1444.158505,609,0.528187
construction management,discovered,1443.916646,969,0.353392
require new,discovered,1443.890993,779,0.422222
semiconductor related,discovered,1443.872358,519,0.617122
impact long,discovered,1443.666857,1103,0.320919
storage infrastructure,discovered,1443.356479,487,0.657220
environment increasingly,discovered,1443.190634,477,0.670886
particular emphasis,discovered,1443.067215,769,0.426748
medical center,discovered,1443.065565,1420,0.271044
high base,discovered,1442.961392,1512,0.260870
supplier partners,discovered,1442.907410,811,0.407743
weapon systems,discovered,1442.832599,428,0.746946
especially gas,discovered,1442.826913,431,0.741824
question oil,discovered,1442.772943,597,0.537838
consumer environment,discovered,1442.626068,1528,0.259203
oil energy,discovered,1442.554629,457,0.699847
need develop,discovered,1442.443803,1002,0.344212
especially united,discovered,1442.073092,653,0.493949
produce gas,discovered,1441.726379,421,0.758559
times economic,discovered,1441.488415,561,0.570702
related uncertainties,discovered,1441.222632,385,0.826180
delta variant,discovered,1440.851629,1395,0.273798
factors control,discovered,1440.345094,1000,0.344353
need sort,discovered,1440.328785,1219,0.298848
economic performance,discovered,1440.082743,946,0.359286
demand ongoing,discovered,1439.711202,423,0.754011
pricing volatility,discovered,1439.327912,448,0.712242
level government,discovered,1439.199150,511,0.624694
unique platform,discovered,1439.109033,719,0.451633
tariff war,discovered,1439.081496,318,0.966565
production area,discovered,1438.826079,817,0.404255
volumes primarily,discovered,1438.789005,667,0.483333
feedstock supply,discovered,1438.476765,372,0.851259
uncertainty geopolitical,discovered,1438.469754,312,0.978056
worldwide supply,discovered,1438.464801,362,0.872289
new environmental,discovered,1438.448401,536,0.595556
driven ongoing,discovered,1438.321771,1199,0.301939
availability raw,discovered,1438.246430,522,0.611241
market concerns,discovered,1438.224419,508,0.627936
supply strong,discovered,1438.031009,434,0.734349
energy policies,discovered,1437.856106,361,0.874092
space programs,discovered,1437.733550,442,0.721044
benefit favorable,discovered,1437.720401,1016,0.339799
asia latin,discovered,1437.667854,1311,0.284443
europe high,discovered,1437.649294,678,0.475789
including data,discovered,1437.495497,849,0.391244
environment especially,discovered,1437.349356,1025,0.337504
gas midstream,discovered,1437.181590,443,0.719156
today supply,discovered,1437.177904,475,0.670904
knock effects,discovered,1436.960821,530,0.601589
market focused,discovered,1436.599396,1133,0.313764
volumes remain,discovered,1436.514627,974,0.350612
control data,discovered,1436.487790,576,0.554379
supply team,discovered,1436.291569,433,0.735144
edge cloud,discovered,1436.260433,572,0.558049
years global,discovered,1435.872745,584,0.546816
capabilities expertise,discovered,1435.758072,499,0.638107
infrastructure platform,discovered,1435.577400,611,0.523565
mid march,discovered,1435.120828,1947,0.226054
customers advanced,discovered,1435.024501,549,0.580338
supply limited,discovered,1434.897743,495,0.642857
meters gas,discovered,1434.553187,362,0.870192
critical equipment,discovered,1434.316635,444,0.716129
markets future,discovered,1434.005100,728,0.445260
challenges remain,discovered,1433.844354,975,0.349839
production processes,discovered,1433.828396,875,0.380932
technology stack,discovered,1433.669949,1058,0.329082
security critical,discovered,1433.381739,300,0.996678
prices resulting,discovered,1433.297589,560,0.568528
pandemic created,discovered,1433.236314,496,0.640827
amp industry,discovered,1433.072135,826,0.399227
production systems,discovered,1432.907388,817,0.402860
impacted pandemic,discovered,1432.883660,1127,0.314365
creating additional,discovered,1432.810370,885,0.377238
markets particular,discovered,1432.133115,1180,0.304359
development support,discovered,1432.048646,792,0.413361
oem supply,discovered,1431.910352,515,0.616766
say oil,discovered,1431.787371,579,0.549858
quarter book,discovered,1431.681905,1151,0.309575
grid stability,discovered,1431.615433,357,0.879310
national stockpile,discovered,1431.611416,376,0.839286
chain procurement,discovered,1431.456740,469,0.676768
customers secure,discovered,1431.415566,518,0.613018
continues affected,discovered,1431.327575,503,0.631117
increased trade,discovered,1430.654678,547,0.580679
mining metals,discovered,1430.347778,431,0.735495
final investment,discovered,1430.206684,1299,0.285181
necessary steps,discovered,1429.895939,1312,0.283308
demand slowdown,discovered,1429.784258,522,0.607683
continued covid,discovered,1429.706702,518,0.612293
necessary meet,discovered,1429.426051,614,0.519019
impact increased,discovered,1429.116190,1485,0.262182
chain security,discovered,1428.742401,305,0.987055
greater energy,discovered,1428.709959,334,0.927778
higher realized,discovered,1428.368973,1024,0.336179
chain actually,discovered,1428.338805,442,0.716370
resource allocation,discovered,1428.243817,1217,0.297482
europe increased,discovered,1428.071547,1009,0.339845
day crude,discovered,1427.319721,539,0.587786
canadian natural,discovered,1427.212977,544,0.582441
high supply,discovered,1427.084682,474,0.667606
including national,discovered,1426.936103,541,0.585498
create new,discovered,1426.792576,2896,0.188028
lighting solutions,discovered,1426.699726,557,0.568948
maintenance work,discovered,1426.592973,1292,0.285714
challenging given,discovered,1426.233989,612,0.519525
energy requirements,discovered,1426.140796,430,0.735043
production including,discovered,1425.901957,566,0.559842
necessary actions,discovered,1425.731998,869,0.381308
investment oil,discovered,1425.505310,409,0.771698
discussions government,discovered,1425.456864,766,0.423673
growing production,discovered,1425.383768,856,0.385933
sort trade,discovered,1425.271517,469,0.673851
supply pipeline,discovered,1425.235523,439,0.719672
new enterprise,discovered,1425.161330,1237,0.293824
clean hydrogen,discovered,1425.112877,472,0.669504
gas grid,discovered,1424.914372,385,0.817410
remain pressure,discovered,1424.864044,1021,0.336298
provide end,discovered,1424.733921,769,0.422064
highly specialized,discovered,1424.266630,813,0.402475
position key,discovered,1424.117194,1020,0.336412
multiple large,discovered,1423.651159,621,0.511532
human capital,discovered,1423.633309,1999,0.222136
access market,discovered,1423.631839,1288,0.285905
materials increased,discovered,1423.576878,598,0.530142
gas remains,discovered,1423.009109,362,0.863962
china strategy,discovered,1422.940097,547,0.577614
service agreement,discovered,1422.689609,1140,0.310289
regarding tariff,discovered,1422.487222,355,0.878713
financial crime,discovered,1422.472336,626,0.507293
fish meal,discovered,1422.191477,563,0.561316
driven oil,discovered,1421.980573,538,0.586696
gas particularly,discovered,1421.968421,354,0.880597
technologies developed,discovered,1421.805289,535,0.589857
continued macro,discovered,1421.556639,410,0.767790
ore supply,discovered,1421.477039,353,0.882500
transfer manufacturing,discovered,1421.453586,454,0.694190
environment oil,discovered,1421.418813,415,0.758684
largely completed,discovered,1421.366929,1064,0.325681
develop generation,discovered,1421.298568,679,0.470222
amp energy,discovered,1421.211014,728,0.441748
conventional power,discovered,1421.072061,438,0.719212
production increased,discovered,1421.011365,1767,0.236673
opportunities invest,discovered,1420.926067,1543,0.255421
region particularly,discovered,1420.921800,622,0.509836
outpace supply,discovered,1420.846072,421,0.747780
view potential,discovered,1420.647732,998,0.341313
growing pipeline,discovered,1420.515001,1316,0.281558
recovery domestic,discovered,1420.327437,516,0.610651
exposure energy,discovered,1420.170484,507,0.621324
growing position,discovered,1420.170484,507,0.621324
emissions energy,discovered,1419.981835,318,0.957831
efficient energy,discovered,1419.665146,407,0.772296
attracting retaining,discovered,1419.051498,843,0.389376
maybe china,discovered,1418.789736,508,0.619512
lost production,discovered,1418.523823,815,0.400295
agreement supply,discovered,1418.134518,406,0.773333
supply bottlenecks,discovered,1418.008410,339,0.911290
situation expect,discovered,1417.943173,714,0.448492
intelligence customers,discovered,1417.924141,354,0.878412
vehicle manufacturers,discovered,1417.823535,510,0.616687
address increasing,discovered,1417.637090,452,0.695385
continued recovery,discovered,1417.596949,1295,0.284116
enhance supply,discovered,1417.401051,353,0.880299
like ai,discovered,1417.363018,700,0.456323
downstream oil,discovered,1417.362261,453,0.693721
just energy,discovered,1417.216594,792,0.409726
areas critical,discovered,1417.151691,468,0.671449
customers continuing,discovered,1417.046486,1219,0.295587
carbon prices,discovered,1417.031664,447,0.702830
distributed power,discovered,1416.890260,532,0.591111
creating jobs,discovered,1416.789253,417,0.752708
business security,discovered,1416.679826,448,0.701095
energy investments,discovered,1416.302902,633,0.500000
element business,discovered,1415.775079,943,0.355447
air pollution,discovered,1415.749342,648,0.489057
upcoming election,discovered,1415.702739,408,0.768362
market continued,discovered,1415.212820,1879,0.228589
particularly gas,discovered,1415.165183,467,0.671942
continue 2023,discovered,1415.159943,715,0.447154
contract win,discovered,1414.623471,748,0.429638
unconventional oil,discovered,1414.268356,369,0.844394
uncertainty overall,discovered,1413.926684,412,0.760148
working government,discovered,1413.192139,816,0.398632
hard coking,discovered,1413.104650,575,0.546578
demand improve,discovered,1413.042970,665,0.476703
brazil china,discovered,1412.856220,868,0.378874
2023 2024,discovered,1412.796558,1877,0.228512
heightened level,discovered,1412.677081,679,0.467631
russia war,discovered,1412.582910,305,0.980707
demand security,discovered,1412.535985,416,0.752260
development oil,discovered,1412.059253,433,0.722871
economic market,discovered,1411.999006,788,0.410203
taking risk,discovered,1411.785428,1160,0.304942
remain attractive,discovered,1411.754095,885,0.372789
liberation day,discovered,1411.629207,539,0.581446
materials market,discovered,1411.420733,515,0.608028
growth automotive,discovered,1411.308311,1013,0.335875
supply end,discovered,1411.152189,518,0.604434
overall risk,discovered,1410.886635,1029,0.331935
monitoring potential,discovered,1410.780051,403,0.775000
security architecture,discovered,1410.551517,355,0.872236
growth lng,discovered,1410.452329,381,0.817597
efforts reduce,discovered,1410.323760,1562,0.252506
current industry,discovered,1410.271003,946,0.353513
positively impact,discovered,1409.929341,1937,0.224606
leading independent,discovered,1409.655839,660,0.478955
development high,discovered,1409.469051,752,0.426304
strengthening global,discovered,1409.316478,476,0.656552
commercial nuclear,discovered,1409.266463,402,0.776062
customers asia,discovered,1409.245661,740,0.432243
china production,discovered,1409.227217,577,0.543315
essential businesses,discovered,1409.133422,409,0.763060
market providing,discovered,1409.037386,804,0.402604
wind projects,discovered,1409.020274,1065,0.323413
application delivery,discovered,1408.898143,583,0.537823
situation especially,discovered,1408.898143,583,0.537823
industrial development,discovered,1408.342267,688,0.460817
lot press,discovered,1408.228092,947,0.352832
prices world,discovered,1408.141380,421,0.741197
reduced carbon,discovered,1407.886922,432,0.722408
water scarcity,discovered,1407.884454,376,0.826374
government taking,discovered,1407.873260,545,0.573684
increasing inflation,discovered,1407.781804,458,0.681548
environment low,discovered,1407.193594,719,0.442734
electricity business,discovered,1407.096206,526,0.593679
china driven,discovered,1407.068603,471,0.662447
systems infrastructure,discovered,1406.815606,780,0.412480
period supply,discovered,1406.764105,375,0.827815
fundamentals industry,discovered,1406.737004,541,0.577375
china moving,discovered,1406.555528,453,0.688450
power applications,discovered,1406.480234,627,0.501199
face ongoing,discovered,1406.350173,454,0.686838
especially supply,discovered,1406.222693,440,0.708535
defense contractor,discovered,1406.155913,497,0.627525
need increase,discovered,1405.752434,1906,0.226124
date live,discovered,1405.690260,415,0.750452
trading business,discovered,1405.544737,1569,0.251362
term factors,discovered,1405.484643,526,0.593010
equipment used,discovered,1405.135013,776,0.413867
kong business,discovered,1405.032573,467,0.667143
continuity operations,discovered,1404.989121,413,0.753650
difficult situation,discovered,1404.733718,1398,0.269157
structural changes,discovered,1404.672603,2537,0.197463
lower economic,discovered,1404.572483,557,0.560362
uncertainty near,discovered,1404.182953,386,0.804167
disruptions continue,discovered,1404.182953,386,0.804167
regulatory change,discovered,1403.994356,1130,0.309335
weather current,discovered,1403.762925,685,0.461279
markets developing,discovered,1403.596973,740,0.430733
including things,discovered,1403.340860,778,0.412513
video solutions,discovered,1403.334562,545,0.571878
infrastructure management,discovered,1403.308696,742,0.429647
countries need,discovered,1403.140002,463,0.671988
100 renewable,discovered,1402.868731,636,0.493406
security spending,discovered,1402.661444,324,0.936416
operations united,discovered,1402.590084,497,0.625945
security need,discovered,1402.489852,313,0.960123
market given,discovered,1402.282162,1727,0.237912
outlook industry,discovered,1402.200588,828,0.391304
challenges face,discovered,1402.185235,1480,0.259740
coast australia,discovered,1402.157822,401,0.774131
states countries,discovered,1401.398996,459,0.676991
telecom operators,discovered,1401.109025,732,0.434164
new energies,discovered,1401.010533,449,0.691834
scott rodino,discovered,1400.990278,577,0.540262
development future,discovered,1400.511030,841,0.385957
increasingly looking,discovered,1400.479172,750,0.424929
focus high,discovered,1400.448366,1710,0.239027
end demand,discovered,1400.385346,1342,0.275565
believe enable,discovered,1400.057320,830,0.390038
solutions designed,discovered,1400.057185,591,0.527679
air cargo,discovered,1399.723954,841,0.385780
aviation business,discovered,1399.557627,800,0.402010
electricity sector,discovered,1399.544797,457,0.679049
manufacturing organization,discovered,1399.537228,558,0.557443
potential global,discovered,1399.521965,537,0.578664
impact omicron,discovered,1399.520692,546,0.569343
used power,discovered,1399.171948,461,0.672993
trade situation,discovered,1399.134152,389,0.795501
available supply,discovered,1399.094213,615,0.507845
like national,discovered,1398.534262,564,0.551320
solid oxide,discovered,1398.270550,512,0.605917
industry north,discovered,1398.257088,530,0.585635
agencies including,discovered,1398.211526,452,0.685888
provide excellent,discovered,1398.142983,905,0.363454
mainly europe,discovered,1397.968105,853,0.380974
consumption energy,discovered,1397.942465,433,0.715702
improved demand,discovered,1397.902283,1162,0.302525
supply strategy,discovered,1397.743232,381,0.810638
levels remain,discovered,1397.466472,1490,0.258187
prospective customers,discovered,1397.399092,1369,0.271789
obviously trade,discovered,1397.196951,413,0.749546
pandemic caused,discovered,1397.029769,467,0.663352
security reasons,discovered,1396.862079,344,0.888889
supply like,discovered,1396.639192,431,0.718333
chain ensure,discovered,1396.608174,357,0.860241
products impacted,discovered,1396.425322,616,0.506163
oil processing,discovered,1396.048280,424,0.729776
structural shift,discovered,1395.998257,895,0.366203
supply trading,discovered,1395.815953,404,0.765152
project currently,discovered,1395.713137,814,0.395338
components supply,discovered,1395.688859,421,0.734729
local community,discovered,1395.631084,1097,0.314507
resilient despite,discovered,1395.238917,542,0.571730
new suppliers,discovered,1395.126040,796,0.402630
global equity,discovered,1394.836964,1059,0.322374
value high,discovered,1394.777653,1032,0.328453
provide low,discovered,1394.505549,534,0.579805
differentiated high,discovered,1394.144284,451,0.685410
supply given,discovered,1394.098181,383,0.804622
emergency services,discovered,1393.950819,567,0.546770
electric hybrid,discovered,1393.950819,567,0.546770
commercial defense,discovered,1393.710946,525,0.589226
industry especially,discovered,1393.454567,866,0.375379
services new,discovered,1393.277684,1476,0.259175
summer winter,discovered,1393.175044,614,0.506601
softer market,discovered,1393.147404,939,0.352213
regarding economic,discovered,1393.073494,393,0.784431
environment inflation,discovered,1392.302394,478,0.645946
gas transport,discovered,1392.081710,379,0.811563
reliability security,discovered,1392.015537,398,0.774319
gas increased,discovered,1391.970360,436,0.707792
sharp rise,discovered,1391.645437,732,0.431604
business economic,discovered,1391.580325,777,0.410026
supply expect,discovered,1391.470293,472,0.653740
driven innovation,discovered,1391.336538,802,0.399204
sector private,discovered,1391.281717,470,0.656425
additional energy,discovered,1390.814959,439,0.702400
saving money,discovered,1390.680524,843,0.383008
construction infrastructure,discovered,1390.632633,604,0.513605
100 barrel,discovered,1390.537026,687,0.456175
data systems,discovered,1390.074182,730,0.432208
customer industries,discovered,1389.877221,496,0.621554
general supply,discovered,1389.711438,382,0.804211
issues new,discovered,1389.569540,653,0.477339
analytics capabilities,discovered,1389.486727,849,0.380547
markets affected,discovered,1389.453509,621,0.500000
levels customers,discovered,1389.101555,1027,0.328640
liquid natural,discovered,1389.026706,361,0.847418
cubic meter,discovered,1388.934913,1078,0.317339
enhance reliability,discovered,1388.837227,388,0.791837
china lower,discovered,1388.782982,577,0.535747
climate risk,discovered,1388.761133,446,0.690402
connectivity services,discovered,1388.396668,603,0.513629
growth critical,discovered,1387.774346,523,0.588964
opportunities emerge,discovered,1387.764399,819,0.391491
secretary defense,discovered,1387.317346,341,0.890339
security team,discovered,1387.313955,389,0.789047
market certain,discovered,1387.224901,853,0.378606
potential increased,discovered,1386.236591,717,0.437996
transition cleaner,discovered,1386.002006,347,0.876263
recovery volumes,discovered,1385.960619,677,0.460858
public security,discovered,1385.836241,390,0.786290
experiencing increased,discovered,1385.774860,537,0.573106
provide technical,discovered,1385.696994,451,0.681269
infrastructure spend,discovered,1385.210844,803,0.397328
global landscape,discovered,1385.184235,376,0.813853
crude rail,discovered,1385.138806,743,0.424329
nitrogen fertilizer,discovered,1385.127477,466,0.659123
production order,discovered,1385.125587,766,0.413384
remains subdued,discovered,1384.937047,554,0.555667
term disruptions,discovered,1384.917142,444,0.691589
energy contracts,discovered,1384.784522,566,0.544231
opportunities coming,discovered,1384.704085,1831,0.229075
digital twin,discovered,1384.646539,739,0.426182
growing oil,discovered,1384.482546,387,0.791411
distribution grid,discovered,1384.482546,387,0.791411
limited new,discovered,1384.259952,806,0.395874
able offer,discovered,1384.227722,2702,0.191062
gas network,discovered,1384.092280,400,0.766284
rapidly developing,discovered,1384.063754,551,0.558257
environment related,discovered,1383.582751,481,0.637931
conditions impacted,discovered,1383.533252,493,0.622475
increased cost,discovered,1383.454178,2548,0.195804
wireless communications,discovered,1383.438191,580,0.531136
largest solar,discovered,1383.317235,435,0.705024
view oil,discovered,1383.164213,394,0.777120
opportunities middle,discovered,1382.842604,491,0.624682
near capacity,discovered,1382.829324,808,0.394724
volatility supply,discovered,1382.726457,358,0.850356
demand slowing,discovered,1382.348194,475,0.645380
products global,discovered,1382.113936,763,0.413999
power renewable,discovered,1382.019236,376,0.812095
looking oil,discovered,1381.741259,481,0.637086
remain healthy,discovered,1381.716359,1554,0.250282
driven gas,discovered,1381.664261,393,0.778218
seeing global,discovered,1381.660410,605,0.509688
broad economic,discovered,1381.639001,424,0.722317
converged infrastructure,discovered,1381.340873,429,0.713810
supply parts,discovered,1381.333760,417,0.734155
growing regions,discovered,1381.289984,729,0.430342
support key,discovered,1380.935202,910,0.358409
world looking,discovered,1380.902707,704,0.443604
announced tariffs,discovered,1380.774663,375,0.813449
service capabilities,discovered,1380.370928,1437,0.261892
shift supply,discovered,1380.116277,369,0.825503
countries european,discovered,1379.776100,404,0.756554
response customer,discovered,1379.502391,647,0.478197
gene therapies,discovered,1379.224757,734,0.427241
economies continue,discovered,1378.625864,489,0.625320
chinese authorities,discovered,1378.625864,489,0.625320
market tailwinds,discovered,1378.435801,512,0.597433
war fighter,discovered,1378.322589,378,0.805970
times supply,discovered,1378.233292,398,0.766859
large quantities,discovered,1378.013131,741,0.423429
support transition,discovered,1377.856693,671,0.462121
growth supported,discovered,1377.782521,1662,0.240625
china affected,discovered,1377.476150,346,0.873737
economic cycle,discovered,1377.013159,1694,0.238055
companies government,discovered,1376.994461,441,0.692308
costs continued,discovered,1376.691794,1234,0.287646
inventory buildup,discovered,1376.360407,1289,0.279610
having major,discovered,1376.316656,709,0.439554
service supply,discovered,1376.265867,514,0.594220
materials coming,discovered,1376.198708,564,0.542830
chain systems,discovered,1376.168327,405,0.752788
demand profile,discovered,1376.082985,960,0.343102
customers worldwide,discovered,1375.818813,965,0.341714
energy initiatives,discovered,1375.754589,418,0.729494
credit surety,discovered,1375.629429,438,0.696343
believe strategic,discovered,1375.554601,1045,0.322233
impact profitability,discovered,1375.263464,1887,0.224750
measures protect,discovered,1375.214634,528,0.578313
mission driven,discovered,1375.169737,494,0.617500
products subject,discovered,1375.113724,409,0.744991
remains challenge,discovered,1375.099548,715,0.435976
needs clients,discovered,1374.869854,1079,0.314853
addition continued,discovered,1374.856362,1204,0.292091
chain interruptions,discovered,1374.524829,318,0.935294
demand right,discovered,1374.472266,1200,0.292683
ensure continued,discovered,1374.458670,821,0.387630
supply existing,discovered,1374.396823,413,0.737500
coming europe,discovered,1374.201102,1205,0.291838
china major,discovered,1374.154331,568,0.538389
gas margins,discovered,1374.131722,620,0.495604
space station,discovered,1374.004281,430,0.708402
embedded software,discovered,1373.648146,608,0.504564
steady performance,discovered,1373.458064,1013,0.329217
level energy,discovered,1372.975038,522,0.583893
center excellence,discovered,1372.897872,1391,0.266220
gas just,discovered,1372.895617,636,0.483650
supply components,discovered,1372.882373,482,0.631717
section 301,discovered,1372.847021,355,0.851319
recent decline,discovered,1372.744828,663,0.465590
monitor potential,discovered,1372.376252,396,0.767442
served markets,discovered,1372.060945,853,0.375275
increase imports,discovered,1372.056993,470,0.647383
europe believe,discovered,1371.864826,695,0.446085
value supply,discovered,1371.731533,430,0.707237
war situation,discovered,1371.666770,328,0.911111
solar module,discovered,1371.658336,621,0.494033
increasing activity,discovered,1371.328457,848,0.376889
china local,discovered,1371.326287,501,0.607273
moving energy,discovered,1371.141752,462,0.658120
ammonia prices,discovered,1371.007099,549,0.555106
trade payables,discovered,1370.995503,1344,0.271680
reliability service,discovered,1370.919502,418,0.726957
supply needed,discovered,1370.714261,341,0.881137
customers products,discovered,1370.515536,1639,0.241776
need increased,discovered,1370.509131,595,0.513817
ammonia production,discovered,1370.475411,523,0.581758
applications data,discovered,1370.463955,583,0.523810
transmission line,discovered,1370.338194,1099,0.310102
customers reducing,discovered,1370.199517,692,0.447317
decarbonization energy,discovered,1370.031527,289,0.993127
vaca muerta,discovered,1369.254068,737,0.423077
prices pressure,discovered,1369.240087,600,0.509338
strategic growth,discovered,1369.172811,3390,0.174257
capabilities cloud,discovered,1369.130608,421,0.720890
result current,discovered,1368.667640,947,0.345242
gas high,discovered,1368.527222,397,0.763462
electronics automotive,discovered,1368.373304,441,0.687988
vehicle platforms,discovered,1368.345601,566,0.538023
ensure reliability,discovered,1368.272761,370,0.816777
seeing significant,discovered,1368.005328,3317,0.175586
lot news,discovered,1367.836674,944,0.345914
uncertainty demand,discovered,1367.436499,398,0.760994
high inventories,discovered,1367.340091,688,0.448793
continuing demand,discovered,1367.243729,636,0.481818
demand manufacturing,discovered,1367.128684,450,0.673653
volatility driven,discovered,1367.029662,385,0.785714
russian market,discovered,1366.617787,1148,0.300366
cost efficient,discovered,1366.468196,2160,0.209709
look macro,discovered,1366.054835,853,0.373959
match supply,discovered,1365.819676,476,0.636364
defense government,discovered,1365.712191,388,0.779116
provide enhanced,discovered,1365.692043,742,0.419683
collaboration customers,discovered,1365.275686,576,0.527956
customers affected,discovered,1365.266587,587,0.518551
price decrease,discovered,1365.160228,1145,0.300683
production energy,discovered,1365.068705,403,0.750466
major industry,discovered,1364.979893,640,0.478326
federal customers,discovered,1364.959538,416,0.727273
obviously major,discovered,1364.878300,938,0.347022
european production,discovered,1364.548101,622,0.490923
demand visibility,discovered,1364.510256,470,0.643836
set challenges,discovered,1364.502710,578,0.525933
provide real,discovered,1364.488474,898,0.358769
increased economic,discovered,1364.459874,513,0.590334
solutions reduce,discovered,1364.245884,477,0.634309
contract wins,discovered,1364.172895,1882,0.224128
especially high,discovered,1364.166952,1168,0.296522
achieve carbon,discovered,1364.117423,407,0.742701
80 barrel,discovered,1364.053048,647,0.473299
priority area,discovered,1363.844825,414,0.730159
commodity market,discovered,1363.150344,896,0.359118
conditions subject,discovered,1363.071656,436,0.693164
costs inflation,discovered,1363.032209,769,0.406448
government taken,discovered,1362.429396,483,0.625648
continuing economic,discovered,1361.786785,481,0.627937
played critical,discovered,1361.612812,427,0.706954
conditions impact,discovered,1361.530232,596,0.509837
industry united,discovered,1361.158600,435,0.693780
heavy sour,discovered,1360.936225,454,0.664714
advanced services,discovered,1360.852023,797,0.393969
tanker rates,discovered,1360.834997,613,0.496356
software products,discovered,1360.824392,1366,0.267738
following key,discovered,1360.712214,867,0.367997
headwinds china,discovered,1360.664138,369,0.814570
semi finished,discovered,1360.585332,590,0.514385
demand world,discovered,1360.541749,658,0.465018
customer contracts,discovered,1360.337213,1579,0.245835
oil consumption,discovered,1359.890960,406,0.742230
software applications,discovered,1359.796366,831,0.380495
terms infrastructure,discovered,1359.778295,892,0.359677
focus sustainability,discovered,1359.764701,705,0.437074
chain seeing,discovered,1359.652446,413,0.729682
lower consumption,discovered,1359.452224,641,0.475872
rates continued,discovered,1359.366578,1091,0.309943
